Function name	Segment	Start	Length	Locals	Arguments	R	F	L	M	O	S	B	T	=	X
sub_78F1D0	.text	0078F1D0	0000018C	00000184	00000008	R	.	.	.	.	.	B	.	.	.
sub_78F360	.text	0078F360	0000003F	00000000		R	.	.	.	.	.	.	.	.	.
sub_78F3A0	.text	0078F3A0	00000088	00000008	00000004	R	.	.	.	.	.	.	.	.	.
sub_78F430	.text	0078F430	000000B2	00000000		R	.	.	.	.	.	.	.	.	.
sub_78F4F0	.text	0078F4F0	0000001E	00000000		R	.	.	.	.	.	.	.	.	.
sub_78F510	.text	0078F510	00000092	00000000		R	.	.	.	.	.	.	.	.	.
sub_78F5B0	.text	0078F5B0	0000003F	00000000		R	.	.	.	.	.	.	.	.	.
sub_78F5F0	.text	0078F5F0	0000018B	00000000		R	.	.	.	.	.	.	.	.	.
sub_78F780	.text	0078F780	000001C5	00000000		R	.	.	.	.	.	.	.	.	.
sub_78F950	.text	0078F950	0000005B	00000000		R	.	.	.	.	.	.	.	.	.
sub_78F9B0	.text	0078F9B0	000000C3	00000018	00000008	R	.	.	.	.	.	.	.	.	.
sub_78FA50	.text	0078FA50	000000B1	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_78FB10	.text	0078FB10	00000060	00000000		R	.	.	.	.	.	.	.	.	.
sub_78FB70	.text	0078FB70	000000E8	0000001C	00000008	R	.	.	.	.	.	.	.	.	.
sub_78FC60	.text	0078FC60	000001CB	0000001C	00000008	R	.	.	.	.	.	.	.	.	.
sub_78FDB0	.text	0078FDB0	00000005	00000000	0000000C	R	.	.	.	.	.	.	.	.	.
nullsub_3	.text	0078FDC0	00000003	00000000	00000010	R	.	.	.	.	.	.	.	.	.
nullsub_9	.text	0078FDD0	00000003	00000000	00000020	R	.	.	.	.	.	.	.	.	.
nullsub_10	.text	0078FDE0	00000003	00000000	00000014	R	.	.	.	.	.	.	.	.	.
nullsub_11	.text	0078FDF0	00000003	00000000	00000024	R	.	.	.	.	.	.	.	.	.
nullsub_12	.text	0078FE00	00000003	00000000	00000030	R	.	.	.	.	.	.	.	.	.
sub_78FE10	.text	0078FE10	00000060	00000018	00000014	R	.	.	.	.	.	.	.	.	.
sub_78FE70	.text	0078FE70	0000004F	00000014	00000010	R	.	.	.	.	.	.	.	.	.
sub_78FEC0	.text	0078FEC0	00000029	00000004	00000008	R	.	.	.	.	.	.	.	.	.
sub_78FEF0	.text	0078FEF0	00000009	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_78FF00	.text	0078FF00	00000009	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_78FF10	.text	0078FF10	00000007	00000000		R	.	.	.	.	.	.	.	.	.
sub_78FF20	.text	0078FF20	00000007	00000000		R	.	.	.	.	.	.	.	.	.
sub_78FF30	.text	0078FF30	00000018	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_78FF50	.text	0078FF50	00000005	00000000	00000010	R	.	.	.	.	.	.	.	.	.
nullsub_13	.text	0078FF60	00000003	00000000	0000001C	R	.	.	.	.	.	.	.	.	.
nullsub_14	.text	0078FF70	00000003	00000000	00000028	R	.	.	.	.	.	.	.	.	.
sub_78FF80	.text	0078FF80	0000000F	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_78FF90	.text	0078FF90	00000023	00000000	0000000C	R	.	.	.	.	.	.	.	.	.
sub_78FFC0	.text	0078FFC0	0000005E	00000000	00000014	R	.	.	.	.	.	.	.	.	.
sub_790020	.text	00790020	0000000D	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_790090	.text	00790090	0000016A	000000E4		R	.	.	.	.	.	B	.	.	.
sub_790200	.text	00790200	0000016C	0000000C	00000008	R	.	.	.	.	.	.	.	.	.
sub_790370	.text	00790370	000003D7	0000004C	0000001C	R	.	.	.	.	.	.	T	.	.
sub_790750	.text	00790750	000000F8	00000004	0000000C	R	.	.	.	.	.	.	.	.	.
sub_790850	.text	00790850	00000391	0000000C	0000000C	R	.	.	.	.	.	.	.	.	.
sub_790BF0	.text	00790BF0	0000004B	00000000		R	.	.	.	.	.	.	.	.	.
sub_790C40	.text	00790C40	00000113	00000000	00000048	R	.	.	.	.	.	.	.	.	.
sub_790D60	.text	00790D60	00000222	00000020		R	.	.	.	.	.	.	.	.	.
sub_790F90	.text	00790F90	00000076	00000004		R	.	.	.	.	.	.	.	.	.
sub_791010	.text	00791010	0000012E	00000014	00000008	R	.	.	.	.	.	.	.	.	.
sub_791120	.text	00791120	000001CE	0000001C	00000008	R	.	.	.	.	.	.	.	.	.
sub_791260	.text	00791260	000000B3	00000024	00000008	R	.	.	.	.	.	.	.	.	.
sub_7912F0	.text	007912F0	00000053	00000008	00000004	R	.	.	.	.	.	.	.	.	.
sub_791350	.text	00791350	000002B5	000000A0	00000008	R	.	.	.	.	.	.	.	.	.
sub_7915A0	.text	007915A0	000002BC	00000108	00000008	R	.	.	.	.	.	.	T	.	.
sub_7917F0	.text	007917F0	000000A7	00000020		R	.	.	.	.	.	.	.	.	.
sub_791880	.text	00791880	0000017D	00000044	00000008	R	.	.	.	.	.	.	T	.	.
sub_7919E0	.text	007919E0	00000162	00000040	00000008	R	.	.	.	.	.	.	.	.	.
sub_791B20	.text	00791B20	00000054	00000004		R	.	.	.	.	.	.	.	.	.
sub_791B80	.text	00791B80	00000051	00000004		R	.	.	.	.	.	.	.	.	.
sub_791BE0	.text	00791BE0	00000037	00000000		R	.	.	.	.	.	.	.	.	.
sub_791C20	.text	00791C20	00000010	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_791C30	.text	00791C30	000003A9	00000048	00000008	R	.	.	.	.	.	B	.	.	.
sub_792010	.text	00792010	000000C2	00000024	00000004	R	.	.	.	.	.	.	.	.	.
sub_7920B0	.text	007920B0	0000013C	00000020	0000000C	R	.	.	.	.	.	.	T	.	.
sub_7921F0	.text	007921F0	00000423	00000020	0000000C	R	.	.	.	.	.	.	.	.	.
sub_792620	.text	00792620	000000A8	00000008	0000000C	R	.	.	.	.	.	.	.	.	.
sub_7926D0	.text	007926D0	00000094	00000074	00000008	R	.	.	.	.	.	.	.	.	.
sub_792770	.text	00792770	000000ED	00000074	00000008	R	.	.	.	.	.	.	T	.	.
sub_792860	.text	00792860	00000247	0000007C	00000008	R	.	.	.	.	.	.	T	.	.
sub_792AB0	.text	00792AB0	00000126	00000000	0000000C	R	.	.	.	.	.	.	.	.	.
sub_792BE0	.text	00792BE0	00000093	00000070	00000004	R	.	.	.	.	.	.	.	.	.
sub_792C80	.text	00792C80	00000172	00000014	0000000C	R	.	.	.	.	.	.	T	.	.
sub_792E00	.text	00792E00	00000159	00000010	0000000C	R	.	.	.	.	.	.	T	.	.
sub_792F60	.text	00792F60	000000A1	00000004	00000010	R	.	.	.	.	.	.	.	.	.
sub_793010	.text	00793010	0000015B	0000003C	00000008	R	.	.	.	.	.	.	.	.	.
sub_793150	.text	00793150	0000004E	00000004		R	.	.	.	.	.	.	.	.	.
sub_7931A0	.text	007931A0	0000006A	0000000C	00000008	R	.	.	.	.	.	.	.	.	.
sub_793210	.text	00793210	0000022D	0000002C	0000000C	R	.	.	.	.	.	.	.	.	.
sub_793420	.text	00793420	0000001F	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_793440	.text	00793440	0000002E	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_793470	.text	00793470	00000062	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_7934E0	.text	007934E0	0000005F	00000008	00000008	R	.	.	.	.	.	.	.	.	.
nullsub_15	.text	00793540	00000003	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_793550	.text	00793550	0000004D	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_7935A0	.text	007935A0	0000004D	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_7935F0	.text	007935F0	00000062	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_793660	.text	00793660	0000002E	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_793690	.text	00793690	0000004A	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_7936E0	.text	007936E0	0000002E	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_793710	.text	00793710	0000005F	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_793770	.text	00793770	0000002E	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_7937A0	.text	007937A0	00000038	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_7937E0	.text	007937E0	0000002E	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_793810	.text	00793810	0000002E	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_793840	.text	00793840	0000005F	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_7938A0	.text	007938A0	0000005F	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_793900	.text	00793900	0000007C	00000014	00000008	R	.	.	.	.	.	.	.	.	.
sub_793980	.text	00793980	0000004A	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_7939D0	.text	007939D0	0000004A	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_793A20	.text	00793A20	0000006E	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_793A90	.text	00793A90	000000BF	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_793B50	.text	00793B50	0000005C	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_793BB0	.text	00793BB0	000003B0	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_793F60	.text	00793F60	00000071	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_793FE0	.text	00793FE0	0000010F	0000000C	00000008	R	.	.	.	.	.	.	.	.	.
sub_7940F0	.text	007940F0	0000004A	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_794140	.text	00794140	0000004D	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_794190	.text	00794190	0000004D	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_7941E0	.text	007941E0	0000005C	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_794240	.text	00794240	0000005F	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_7942A0	.text	007942A0	0000004A	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_7942F0	.text	007942F0	00000143	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_794440	.text	00794440	000000C2	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_794510	.text	00794510	0000007C	00000014	00000008	R	.	.	.	.	.	.	.	.	.
sub_794590	.text	00794590	0000004D	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_7945E0	.text	007945E0	0000007C	00000014	00000008	R	.	.	.	.	.	.	.	.	.
sub_794660	.text	00794660	00000073	00000018	00000008	R	.	.	.	.	.	.	.	.	.
sub_7946E0	.text	007946E0	0000004D	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_794730	.text	00794730	0000004D	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_794780	.text	00794780	0000005A	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_7947E0	.text	007947E0	0000005F	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_794840	.text	00794840	00000048	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_794890	.text	00794890	00000091	0000000C	00000008	R	.	.	.	.	.	.	.	.	.
sub_794930	.text	00794930	0000009E	00000022	00000004	R	.	.	.	.	.	.	.	.	.
sub_7949D0	.text	007949D0	0000007B	0000000C	00000008	R	.	.	.	.	.	.	.	.	.
sub_794A50	.text	00794A50	000000FE	0000001C	00000008	R	.	.	.	.	.	.	.	.	.
sub_794B30	.text	00794B30	0000003F	00000004		R	.	.	.	.	.	.	.	.	.
sub_794B70	.text	00794B70	00000029	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_794BA0	.text	00794BA0	000000F9	00000000		R	.	.	.	.	.	.	.	.	.
sub_794CD0	.text	00794CD0	00000246	00000028	00000008	R	.	.	.	.	.	.	.	.	.
sub_794E60	.text	00794E60	0000008F	0000001C		R	.	.	.	.	.	.	.	.	.
sub_794EF0	.text	00794EF0	0000023E	00000048	00000008	R	.	.	.	.	.	.	.	.	.
sub_795110	.text	00795110	0000023A	00000020	00000004	R	.	.	.	.	.	B	.	.	.
sub_795350	.text	00795350	000001B7	00000034	00000008	R	.	.	.	.	.	.	.	.	.
sub_7954F0	.text	007954F0	00000242	00000488	00000008	R	.	.	.	.	.	.	.	.	.
sub_7956D0	.text	007956D0	000001B3	00000028	00000004	R	.	.	.	.	.	.	.	.	.
sub_795890	.text	00795890	000000E1	00000020	00000004	R	.	.	.	.	.	.	.	.	.
sub_795980	.text	00795980	00000096	00000024	00000004	R	.	.	.	.	.	B	.	.	.
sub_795A20	.text	00795A20	0000005C	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_795A80	.text	00795A80	000000A7	00000008	00000004	R	.	.	.	.	.	.	.	.	.
sub_795B30	.text	00795B30	0000005F	00000000		R	.	.	.	.	.	.	.	.	.
sub_795BF0	.text	00795BF0	000000DE	00000038	0000000C	R	.	.	.	.	.	.	.	.	.
sub_795C90	.text	00795C90	0000002F	00000000		R	.	.	.	.	.	.	.	.	.
sub_795CC0	.text	00795CC0	00000063	00000004		R	.	.	.	.	.	.	.	.	.
sub_795D60	.text	00795D60	0000005E	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_795DC0	.text	00795DC0	00000017	00000000		R	.	.	.	.	.	.	.	.	.
sub_795DE0	.text	00795DE0	00000376	00000054	00000010	R	.	.	.	.	.	.	.	.	.
sub_796140	.text	00796140	00000233	00000058	00000008	R	.	.	.	.	.	B	.	.	.
sub_796350	.text	00796350	000002D8	00000034	00000010	R	.	.	.	.	.	.	.	.	.
sub_796600	.text	00796600	000001DD	0000009C	00000008	R	.	.	.	.	.	.	T	.	.
sub_7967A0	.text	007967A0	000000DC	00000004		R	.	.	.	.	.	.	.	.	.
sub_796880	.text	00796880	000000CC	00000004		R	.	.	.	.	.	.	.	.	.
sub_796950	.text	00796950	0000009B	00000008	00000004	R	.	.	.	.	.	.	.	.	.
sub_7969F0	.text	007969F0	00000123	0000002C	00000008	R	.	.	.	.	.	.	T	.	.
sub_796AF0	.text	00796AF0	0000013F	00000050	0000000C	R	.	.	.	.	.	.	.	.	.
sub_796C10	.text	00796C10	00000052	00000000		R	.	.	.	.	.	.	.	.	.
sub_796C70	.text	00796C70	000001CA	00000074	00000008	R	.	.	.	.	.	.	.	.	.
sub_796E10	.text	00796E10	000001A6	00000064	00000008	R	.	.	.	.	.	.	.	.	.
sub_796F90	.text	00796F90	000004AF	00000170	00000008	R	.	.	.	.	.	.	.	.	.
sub_7973D0	.text	007973D0	00000097	00000018	00000004	R	.	.	.	.	.	.	.	.	.
sub_797450	.text	00797450	00000102	0000004C	00000008	R	.	.	.	.	.	.	.	.	.
sub_797530	.text	00797530	000000A0	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_7975D0	.text	007975D0	00000197	00000028	00000008	R	.	.	.	.	.	.	.	.	.
sub_797750	.text	00797750	00000118	00000024	00000004	R	.	.	.	.	.	.	.	.	.
sub_797850	.text	00797850	00000054	00000004		R	.	.	.	.	.	.	.	.	.
sub_7978B0	.text	007978B0	0000002E	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_7978E0	.text	007978E0	000000B7	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_7979A0	.text	007979A0	000000DC	00000014	00000008	R	.	.	.	.	.	.	.	.	.
sub_797A80	.text	00797A80	0000010E	00000028	00000008	R	.	.	.	.	.	.	.	.	.
sub_797B60	.text	00797B60	00000015	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_797B80	.text	00797B80	00000013	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_797BA0	.text	00797BA0	00000142	00000098	00000004	R	.	.	.	.	.	.	.	.	.
sub_797CB0	.text	00797CB0	00000149	000000A0	00000008	R	.	.	.	.	.	B	.	.	.
sub_797DC0	.text	00797DC0	00000062	00000004		R	.	.	.	.	.	.	.	.	.
sub_797E30	.text	00797E30	000001DD	0000009C	00000008	R	.	.	.	.	.	.	T	.	.
sub_797FD0	.text	00797FD0	00000123	0000002C	00000008	R	.	.	.	.	.	.	T	.	.
sub_7980D0	.text	007980D0	000001CB	00000074	00000008	R	.	.	.	.	.	.	.	.	.
sub_798270	.text	00798270	000001BA	00000064	00000008	R	.	.	.	.	.	.	.	.	.
sub_7983F0	.text	007983F0	000003ED	000007C8	00000008	R	.	.	.	.	.	.	.	.	.
sub_798780	.text	00798780	000000F3	00000018	00000004	R	.	.	.	.	.	.	.	.	.
sub_798850	.text	00798850	00000090	00000014		R	.	.	.	.	.	.	.	.	.
sub_7988C0	.text	007988C0	00000006	00000000		R	.	.	.	.	.	.	.	.	.
sub_7988D0	.text	007988D0	00000022	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_798910	.text	00798910	000001A5	00000020	00000008	R	.	.	.	.	.	.	.	.	.
sub_798A90	.text	00798A90	0000002A	00000008		R	.	.	.	.	.	.	T	.	.
sub_798AC0	.text	00798AC0	00000097	00000000		R	.	.	.	.	.	.	.	.	.
sub_798B60	.text	00798B60	0000032A	00000024	00000008	R	.	.	.	.	.	.	.	.	.
sub_798E50	.text	00798E50	0000005F	00000000		R	.	.	.	.	.	.	.	.	.
sub_798EB0	.text	00798EB0	000000B4	00000018	00000008	R	.	.	.	.	.	.	.	.	.
sub_798F40	.text	00798F40	0000029B	00000014	00000004	R	.	.	.	.	.	.	.	.	.
sub_7991E0	.text	007991E0	0000009B	00000000		R	.	.	.	.	.	.	.	.	.
sub_799280	.text	00799280	00000060	00000000		R	.	.	.	.	.	.	.	.	.
sub_7992E0	.text	007992E0	000000ED	00000014	00000004	R	.	.	.	.	.	.	.	.	.
sub_7993D0	.text	007993D0	0000017C	00000008	00000004	R	.	.	.	.	.	.	.	.	.
sub_799550	.text	00799550	000001D7	0000001C	00000004	R	.	.	.	.	.	.	.	.	.
sub_799730	.text	00799730	000000C7	0000001C	00000004	R	.	.	.	.	.	.	.	.	.
sub_7997E0	.text	007997E0	000000D0	00000010	00000004	R	.	.	.	.	.	.	.	.	.
sub_7998B0	.text	007998B0	00000085	00000010	00000004	R	.	.	.	.	.	.	.	.	.
sub_799940	.text	00799940	00000062	00000008	00000004	R	.	.	.	.	.	.	.	.	.
sub_7999B0	.text	007999B0	0000007A	00000014		R	.	.	.	.	.	.	.	.	.
sub_799A30	.text	00799A30	00000120	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_799B50	.text	00799B50	00000062	00000004		R	.	.	.	.	.	.	.	.	.
sub_799BC0	.text	00799BC0	00000084	00000004		R	.	.	.	.	.	.	.	.	.
sub_799C50	.text	00799C50	000000B2	00000004		R	.	.	.	.	.	.	.	.	.
sub_799D10	.text	00799D10	00000061	00000004		R	.	.	.	.	.	.	.	.	.
sub_799D80	.text	00799D80	00000038	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_799DC0	.text	00799DC0	00000015	00000000		R	.	.	.	.	.	.	.	.	.
sub_799DE0	.text	00799DE0	0000001F	00000000		R	.	.	.	.	.	.	.	.	.
sub_799E00	.text	00799E00	000000C2	00000000		R	.	.	.	.	.	.	.	.	.
sub_799ED0	.text	00799ED0	00000048	00000000		R	.	.	.	.	.	.	T	.	.
sub_799F20	.text	00799F20	0000008B	00000000		R	.	.	.	.	.	.	.	.	.
sub_799FB0	.text	00799FB0	00000006	00000000		R	.	.	.	.	.	.	.	.	.
sub_799FC0	.text	00799FC0	00000022	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_799FF0	.text	00799FF0	000000C5	00000018	00000008	R	.	.	.	.	.	.	.	.	.
sub_79A080	.text	0079A080	00000005	00000000		R	.	.	.	.	.	.	.	.	.
sub_79A090	.text	0079A090	00000095	00000018	00000004	R	.	.	.	.	.	.	T	.	.
sub_79A110	.text	0079A110	0000004F	00000008		R	.	.	.	.	.	.	.	.	.
sub_79A160	.text	0079A160	000000B7	00000014	00000008	R	.	.	.	.	.	B	.	.	.
sub_79A220	.text	0079A220	00000035	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_79A260	.text	0079A260	0000019C	00000000	00000010	R	.	.	.	.	.	.	.	.	.
sub_79A400	.text	0079A400	000000B5	00000010	00000008	R	.	.	.	.	.	.	.	.	.
sub_79A4C0	.text	0079A4C0	000000EA	00000014	00000008	R	.	.	.	.	.	.	.	.	.
sub_79A5B0	.text	0079A5B0	00000241	00000018	00000004	R	.	.	.	.	.	B	.	.	.
sub_79A800	.text	0079A800	00000351	00000028	00000004	R	.	.	.	.	.	.	.	.	.
sub_79AB60	.text	0079AB60	000004A5	00000028	00000010	R	.	.	.	.	.	B	T	.	.
sub_79B010	.text	0079B010	00000068	00000008		R	.	.	.	.	.	.	.	.	.
sub_79B080	.text	0079B080	0000004D	00000008	00000004	R	.	.	.	.	.	.	.	.	.
sub_79B0D0	.text	0079B0D0	000001A7	0000001C	00000008	R	.	.	.	.	.	.	.	.	.
sub_79B280	.text	0079B280	00000057	00000010	00000008	R	.	.	.	.	.	.	.	.	.
sub_79B2E0	.text	0079B2E0	000000ED	00000004	00000004	R	.	.	.	.	.	B	.	.	.
sub_79B3D0	.text	0079B3D0	00000059	00000008	00000004	R	.	.	.	.	.	.	.	.	.
sub_79B430	.text	0079B430	00000021	00000000	00000010	R	.	.	.	.	.	.	.	.	.
sub_79B460	.text	0079B460	000000A5	0000001C	00000008	R	.	.	.	.	.	.	.	.	.
sub_79B4E0	.text	0079B4E0	0000001E	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_79B500	.text	0079B500	0000006A	00000008	00000004	R	.	.	.	.	.	.	.	.	.
sub_79B570	.text	0079B570	0000009F	00000000	00000010	R	.	.	.	.	.	.	.	.	.
sub_79B610	.text	0079B610	000000CC	00000014	00000008	R	.	.	.	.	.	.	.	.	.
sub_79B700	.text	0079B700	0000003D	00000008		R	.	.	.	.	.	.	.	.	.
sub_79B740	.text	0079B740	00000014	00000004		R	.	.	.	.	.	.	.	.	.
sub_79B760	.text	0079B760	00000029	00000008		R	.	.	.	.	.	.	.	.	.
sub_79B790	.text	0079B790	00000021	00000008		R	.	.	.	.	.	.	.	.	.
sub_79B7C0	.text	0079B7C0	00000007	00000000		R	.	.	.	.	.	.	.	.	.
sub_79B7D0	.text	0079B7D0	00000091	00000000		R	.	.	.	.	.	.	.	.	.
sub_79B870	.text	0079B870	00000086	00000000		R	.	.	.	.	.	.	.	.	.
sub_79B900	.text	0079B900	00000313	00000000		R	.	.	.	.	.	.	.	.	.
sub_79BC20	.text	0079BC20	00000501	00000020	00000008	R	.	.	.	.	.	.	.	.	.
sub_79BFD0	.text	0079BFD0	0000022E	00000018		R	.	.	.	.	.	.	.	.	.
sub_79C200	.text	0079C200	00000043	00000000		R	.	.	.	.	.	.	.	.	.
sub_79C250	.text	0079C250	00000362	00000018	00000008	R	.	.	.	.	.	.	.	.	.
sub_79C5C0	.text	0079C5C0	0000037D	00000078	00000008	R	.	.	.	.	.	B	.	.	.
sub_79C940	.text	0079C940	00000963	000000FC	00000008	R	.	.	.	.	.	B	.	.	.
sub_79D2B0	.text	0079D2B0	0000012A	0000000C	00000004	R	.	.	.	.	.	.	.	.	.
sub_79D3E0	.text	0079D3E0	000000F1	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_79D4E0	.text	0079D4E0	000000A8	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_79D590	.text	0079D590	00000317	00000024	00000010	R	.	.	.	.	.	B	T	.	.
sub_79D8B0	.text	0079D8B0	00000097	00000010	00000004	R	.	.	.	.	.	.	.	.	.
sub_79D950	.text	0079D950	0000019A	00000018	00000004	R	.	.	.	.	.	.	.	.	.
sub_79DAF0	.text	0079DAF0	000006AF	000000CC	00000008	R	.	.	.	.	.	.	.	.	.
sub_79E170	.text	0079E170	0000006C	00000000		R	.	.	.	.	.	.	.	.	.
sub_79E1E0	.text	0079E1E0	00000094	00000000		R	.	.	.	.	.	.	.	.	.
sub_79E280	.text	0079E280	0000012F	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_79E3E0	.text	0079E3E0	00000545	000000A0		R	.	.	.	.	.	B	.	.	.
sub_79E930	.text	0079E930	000005BB	000000A0		R	.	.	.	.	.	B	.	.	.
sub_79EEF0	.text	0079EEF0	000002CA	00000038	00000004	R	.	.	.	.	.	.	.	.	.
sub_79F1C0	.text	0079F1C0	0000006E	00000004		R	.	.	.	.	.	.	.	.	.
sub_79F230	.text	0079F230	00000123	00000038	00000008	R	.	.	.	.	.	.	.	.	.
sub_79F330	.text	0079F330	0000006F	0000000C	00000004	R	.	.	.	.	.	.	.	.	.
sub_79F3A0	.text	0079F3A0	00000081	00000008		R	.	.	.	.	.	.	.	.	.
sub_79F430	.text	0079F430	00000021	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_79F460	.text	0079F460	00000021	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_79F490	.text	0079F490	00000A12	0000013C	00000010	R	.	.	.	.	.	.	.	.	.
sub_79FE50	.text	0079FE50	000000A4	0000000C		R	.	.	.	.	.	.	.	.	.
sub_79FF00	.text	0079FF00	000000B5	00000028		R	.	.	.	.	.	.	.	.	.
sub_79FFC0	.text	0079FFC0	00000295	00000014		R	.	.	.	.	.	.	.	.	.
sub_7A0260	.text	007A0260	00000165	00000000		R	.	.	.	.	.	.	.	.	.
sub_7A03D0	.text	007A03D0	000001D8	0000000C		R	.	.	.	.	.	.	.	.	.
sub_7A05B0	.text	007A05B0	00000545	00000184	00000008	R	.	.	.	.	.	.	.	.	.
sub_7A0AC0	.text	007A0AC0	00000262	000000B4		R	.	.	.	.	.	B	.	.	.
sub_7A0D30	.text	007A0D30	000003E7	000001BC	00000008	R	.	.	.	.	.	B	.	.	.
sub_7A10D0	.text	007A10D0	00000237	00000084	00000008	R	.	.	.	.	.	B	.	.	.
sub_7A1310	.text	007A1310	00000043	00000004	00000008	R	.	.	.	.	.	.	.	.	.
sub_7A1360	.text	007A1360	00000348	000000E4	00000004	R	.	.	.	.	.	.	.	.	.
sub_7A16B0	.text	007A16B0	00000154	00000008		R	.	.	.	.	.	.	.	.	.
sub_7A1810	.text	007A1810	00000160	0000007C		R	.	.	.	.	.	B	.	.	.
sub_7A1970	.text	007A1970	0000003C	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_7A19B0	.text	007A19B0	0000007A	00000004		R	.	.	.	.	.	.	.	.	.
sub_7A1A30	.text	007A1A30	0000006A	00000000		R	.	.	.	.	.	.	.	.	.
sub_7A1AA0	.text	007A1AA0	00000057	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_7A1B00	.text	007A1B00	0000002B	00000000		R	.	.	.	.	.	.	.	.	.
sub_7A1B30	.text	007A1B30	00000062	00000004		R	.	.	.	.	.	.	.	.	.
sub_7A1BA0	.text	007A1BA0	000000AB	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_7A1C50	.text	007A1C50	000001DD	0000009C	00000008	R	.	.	.	.	.	.	T	.	.
sub_7A1DF0	.text	007A1DF0	00000062	00000004		R	.	.	.	.	.	.	.	.	.
sub_7A1E60	.text	007A1E60	00000123	0000002C	00000008	R	.	.	.	.	.	.	T	.	.
sub_7A1F60	.text	007A1F60	00000063	00000000		R	.	.	.	.	.	.	.	.	.
sub_7A1FD0	.text	007A1FD0	000001C2	0000002C	0000000C	R	.	.	.	.	.	.	.	.	.
sub_7A2170	.text	007A2170	000001E3	00000030	0000000C	R	.	.	.	.	.	.	.	.	.
